Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
AudioClinic,AudioClinic,www.audioclinic.com.au,Showcase Shp Cnt - Griffiths St,COOLANGATTA,4225,(07) 5536 7400,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-28.168371,153.535596
AudioClinic,AudioClinic,www.audioclinic.com.au,Corinda Professional Cnt - Rm 3  667 Oxley Rd,CORINDA,4075,(07) 3378 0944,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.540498,152.981162
AudioClinic,AudioClinic,www.audioclinic.com.au,The Bay 7 Day Medical Cnt - 75-79 Bailey Rd,DECEPTION BAY,4508,(07) 3283 2011,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.192697,153.02417
AudioClinic,AudioClinic,www.audioclinic.com.au,Forest Lake Podiatry Clinic - 235 Forest Lake Blvd,FOREST LAKE,4078,(07) 3800 6787,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.625116,152.968455
AudioClinic,AudioClinic,www.audioclinic.com.au,Cooloola Acupuncture Clinic - U 2  21 Nash St,GYMPIE,4570,(07) 5470 2401,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-26.188868,152.662247
AudioClinic,Audioclinic,www.audioclinic.com.au,Westfield Shp Cnt,HELENSVALE,4212,(07) 5502 3800,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.929993,153.336956
AudioClinic,Audioclinic,www.audioclinic.com.au,Pialba Place Shp Cnt,HERVEY BAY,4655,(07) 4124 2082,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-25.283343,152.84005
AudioClinic,AudioClinic,www.audioclinic.com.au,My Little Eye Vision Care - 30 Owen St,INNISFAIL,4860,(07) 4054 1439,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-17.524035,146.029131
AudioClinic,AudioClinic,www.audioclinic.com.au,Shop 3  15-27 Good Fellows Rd,KALLANGUR,4503,(07) 3481 2370,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.253035,152.996584
AudioClinic,AudioClinic,www.audioclinic.com.au,Keperra Medical Cnt - 14 Dallas Pde,KEPERRA,4054,(07) 3366 9299,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.409438,152.958727
AudioClinic,AudioClinic,www.audioclinic.com.au,Garlind House - 19 Gordon St,MACKAY,4740,(07) 4944 0230,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-21.144018,149.189018
AudioClinic,AudioClinic,www.audioclinic.com.au,Maleny Physiotherapy - Shop 1  70 Maple St,MALENY,4552,(07) 5476 5599,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-26.757808,152.849014
AudioClinic,AudioClinic,www.audioclinic.com.au,"Q-Medical, Marsden Park Shp Cnt - 55 Chambers Flat Rd",MARSDEN,4132,(07) 3378 0944,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.754759,153.082426
AudioClinic,AudioClinic,www.audioclinic.com.au,St Stephen's Medical Cnt - Suite 5 166 John St,MARYBOROUGH,4650,(07) 4123 3545,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-25.534176,152.701482
AudioClinic,AudioClinic,www.audioclinic.com.au,Mermaid Beach Sport Medicine & Physiotherapy Clinic - Gold Coast Hwy,MERMAID BEACH,4218,(07) 5536 7400,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-28.059811,153.437613
AudioClinic,AudioClinic,www.audioclinic.com.au,Pandanus Building - Shop 5A  21 Smith St,MOOLOOLABA,4557,(07) 5444 6010,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-26.681191,153.118578
AudioClinic,AudioClinic,www.audioclinic.com.au,Mount Cotton Medical Centre - Shop 8  101 Valley Way,MOUNT COTTON,4165,(07) 3829 9088,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.638736,153.248858
AudioClinic,AudioClinic,www.audioclinic.com.au,Health Choice Medical Cnt - 61 Railway St,MUDGEERABA,4213,(07) 5530 3005,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-28.079072,153.364492
AudioClinic,AudioClinic,www.audioclinic.com.au,Shop 2  41 Howard St,NAMBOUR,4560,(07) 5476 3388,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-26.626399,152.964414
AudioClinic,AudioClinic,www.audioclinic.com.au,Integrated Medicine at Crescent Place - Room 19  136 Nambour Mapleton Rd,NAMBOUR,4560,(07) 5470 2401,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-26.623699,152.958771
AudioClinic,AudioClinic,www.audioclinic.com.au,Merthyr 7 Day Medical Cnt - 900 Brunswick St,NEW FARM,4005,(07) 3630 4511,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.467338,153.047155
AudioClinic,Audioclinic,www.audioclinic.com.au,U 1  44 Mary St,NOOSAVILLE,4566,(07) 5470 2401,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-26.400231,153.067373
AudioClinic,AudioClinic,www.audioclinic.com.au,Coral Sea Eyecare - cnr Grant/Warner Sts,PORT DOUGLAS,4877,(07) 4054 1439,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-16.483398,145.463104
AudioClinic,Audioclinic,www.audioclinic.com.au,Bluewater Square Shp Cnt,REDCLIFFE,4020,(07) 3283 2011,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.230609,153.114389
AudioClinic,AudioClinic,www.audioclinic.com.au,Sandgate Medical Centre - U 10  16 Hancock St,SANDGATE,4017,(07) 3283 2011,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.320427,153.067688
AudioClinic,AudioClinic,www.audioclinic.com.au,Sarina Clinic - 33 Central St,SARINA,4737,(07) 4956 1355,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-21.424078,149.214864
AudioClinic,AudioClinic,www.audioclinic.com.au,Strathpine Specialists Cnt - Suite 8  32 Dixon St,STRATHPINE,4500,(07) 3881 2271,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.307815,152.9945
AudioClinic,AudioClinic,www.audioclinic.com.au,Sunnybank Hills Medical Cnt - 4 Noelana St,SUNNYBANK HILLS,4109,(07) 3219 1745,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.598251,153.058298
AudioClinic,AudioClinic,www.audioclinic.com.au,"9 Fulham Rd, Pimlico",TOWNSVILLE,4812,(07) 4755 0230,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-19.28927,146.789619
AudioClinic,AudioClinic,www.audioclinic.com.au,Westfield Garden City Shp Cnt,UPPER MOUNT GRAVATT,4122,(07) 3219 1745,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.56305,153.082779
AudioClinic,AudioClinic ,www.audioclinic.com.au,Shop 4  21 Waterloo St,CLEVELAND,4163,(07) 3821 7866,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.527495,153.265067
AudioClinic,Audioclinic Queensland,www.audioclinic.com.au,Travel House - L 1 243 Edward St,BRISBANE CITY,4000,(07) 3229 4433,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.467534,153.026558
AudioClinic,Audioclinic Queensland,www.audioclinic.com.au,The Court Yard -  Shop 14  2060 Moggill Rd,KENMORE,4069,(07) 3378 0944,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.509767,152.938388
AudioClinic,Audioclinic Queensland,www.audioclinic.com.au,Cadogan House - 1382 Sandgate Rd,NUNDAH,4012,(07) 3630 4511,No,Yes,Yes,Yes,Yes,Hearing Products and Services,$500 discount on a range of hearing devices. Conditions apply.,-27.398445,153.058632
AudioHealth,AudioHealth,(blank),Atherton Clinic - 2 Wylie St (Visits),ATHERTON,4883,1800 301 231,No,Yes,Yes,Yes,No,Hearing Products and Services,Up to $500 off premium products and free hearing checks.,-17.269734,145.472515
AudioHealth,AudioHealth,(blank),125 Grafton St,CAIRNS,4870,(07) 4041 7860,No,Yes,Yes,Yes,No,Hearing Products and Services,Up to $500 off premium products and free hearing checks.,-16.921922,145.773487
AudioHealth,AudioHealth,(blank),Innisfail Medical Centre - 29 Owen St (Visits),INNISFAIL,4860,1800 301 231,No,Yes,Yes,Yes,No,Hearing Products and Services,Up to $500 off premium products and free hearing checks.,-17.52358,146.030144
AudioHealth,AudioHealth,(blank),Mission Beach Medical Clinic - 2020 Cassowary Dr (Visits),MISSION BEACH,4852,1800 301 231,No,Yes,Yes,Yes,No,Hearing Products and Services,Up to $500 off premium products and free hearing checks.,-17.895364,146.091328
AudioHealth,AudioHealth,(blank),New Horizons for Health - 362 Port Douglas Rd (Visits),PORT DOUGLAS,4877,1800 301 231,No,Yes,Yes,Yes,No,Hearing Products and Services,Up to $500 off premium products and free hearing checks.,-16.527888,145.46204
AudioHealth,AudioHealth,(blank),The Doctor House - 2 Quincan Cl (Visits),YUNGABURRA,4884,1800 301 231,No,Yes,Yes,Yes,No,Hearing Products and Services,Up to $500 off premium products and free hearing checks.,-17.271505,145.596968
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Auchenflower Family Practice - 415 Milton Rd,AUCHENFLOWER,4066,(07) 3870 7666,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.474068,152.994862
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Calamvale Medical Centre - Calamvale Vlg Shp Cnt  cnr Kameruka St/Beaudesert Rd,CALAMVALE,4166,(07) 3272 5155,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.622583,153.048212
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Chermside Medical Centre - Shop 2  956 Gympie Rd,CHERMSIDE,4032,(07) 3350 4222,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.382087,153.02946
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Bywater Medical Forest Lake - Forest Fair Shp Vlg  cnr Forest Lake Blvd/Woogaro St,FOREST LAKE,4078,(07) 3372 9177,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.621676,152.963356
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Bywater Medical Jindalee - Allsports Shp Vlg  235 Sinnamon Rd,JINDALEE,4074,(07) 3376 2855,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.53299,152.946015
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Kedron Park 7 Day Medical Centre - cnr Gympie/Brookfield Rds,KEDRON,4031,(07) 3857 6288,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.411674,153.033458
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Peninsula Specialist Cnt - 101 George St,KIPPA-RING,4021,(07) 3283 5555,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.230585,153.093052
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Strathpine 7 Day Medical Centre - 130 Gympie Rd,STRATHPINE,4500,(07) 3881 1866,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.313335,152.991471
Audiology Trio ,Audiology Trio,www.audiologytrio.com.au,Mater Hill Family Medical Centre - Suite 7  40 Annerley Rd,WOOLLOONGABBA,4102,(07) 3828 6300,No,Yes,No,Yes,Yes,Hearing Products and Services,5% discount on hearing aids.,-27.488104,153.029045
Aurora Expeditions,Aurora Expeditions,www.auroraexpeditions.com.au,(blank),(blank),(blank),1800 637 688,Yes,Yes,No,Yes,No,Cruises and Boat Charters,"SAVE 10% on selected Antarctica, European Arctic, Scotland and Kimberley coast adventures. Conditions apply.",(blank),(blank)
Auscare Physio,Auscare physio,http://auscarephysio.com/,U 6  25 Morayfield Rd,CABOOLTURE,4510,(07) 5499 3200,No,Yes,No,Yes,No,Physiotherapists,$5 off treatments.,-27.095656,152.94947
AusDenture Clinic,AusDenture Clinic,(blank),51 Manilla St,EAST BRISBANE,4169,(07) 3896 2700,No,Yes,Yes,Yes,Yes,Dental Prosthetists,10% off all new dentures. 5% off on other services.,-27.480586,153.042204
Aussie Action Pest Management (QBCC Act Lic 736588),Aussie Action Pest Management,www.aapestmanagement.com.au,Mobile Service,GOLD COAST - ALL AREAS,4211,(07) 5575 4426,No,Yes,No,Yes,Yes,Pest and Termite Control and Inspections,10% off all work.,-28.085712,153.254706
Aussie Barber,Aussie Barber,http://www.aussiebarber.com.au,Pacific Fair Shopping Centre - Shop 113 Ground Floor,BROADBEACH,4218,(07) 5526 1752,No,Yes,No,Yes,No,Hairdressers and Barbers,10% off men's full price trim. 5% off ladies full price trim. Offer only valid Monday- Friday excluding Public Holidays - must present Seniors card.,-28.027544,153.431298
Aussie Bargain Car Rentals,Aussie Bargain Car Rentals,http://www.aussiebargain.com.au,8 Cessna St,MARCOOLA,4564,(07) 5450 5090,No,Yes,Yes,Yes,Yes,Car Rental Services,10% off current daily rate for hires of 3 days plus - excludes special offers.,-26.607109,153.084062
Aussie Blokes Clothes,Aussie Blokes Clothes,http://www.aussieblokesclothes.com.au,Shop 3  184 Goondoon St,GLADSTONE CENTRAL,4680,0416 168 765,No,Yes,Yes,Yes,Yes,Clothing,Offering 5% Discount on Menswear - Sizes Small to 10XL ,-23.847334,151.259859
Aussie Brakes,Aussie Brakes,www.aussiebrakes.net.au,U 4 66 Kortum Dr,BURLEIGH HEADS,4220,(07) 5576 4350,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension","10% off brakes, clutches, steering and suspension.",-28.10243,153.433456
Aussie Brakes,Aussie Brakes,www.aussiebrakes.net.au,U 4 66 Kortum Dr,BURLEIGH HEADS,4220,(07) 5576 4350,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off log book services.,-28.10243,153.433456
Aussie Car Parts,Aussie Car Parts,www.aussiecarparts.net.au,269 Oxley Ave,MARGATE,4019,(07) 3284 5333,No,Yes,No,Yes,Yes,Batteries,10% off goods and services. Excludes specials.,-27.244663,153.10643
Aussie Car Parts,Aussie Car Parts,www.aussiecarparts.net.au,269 Oxley Ave,MARGATE,4019,(07) 3284 5333,No,Yes,No,Yes,Yes,Parts and Accessories,10% off goods and services. Excludes specials.,-27.244663,153.10643
Aussie Carpet Clean,aussie carpet clean,www.aussiecarpertclean.com.au,Mobile Service,SUNSHINE COAST,4556,0432 091 959,No,Yes,Yes,Yes,Yes,Carpets and Floor Coverings,10% discount on all goods and services.,-26.500001,153
Aussie DIY Solutions,Aussie DIY Solutions,https://www.aussiediysolutions.com,(blank),(blank),(blank),(03) 9338 9348,Yes,Yes,No,Yes,Yes,Handyman and Property Maintenance,10% Discount on all orders.,(blank),(blank)
Aussie Escape Caravan Repair and Service Specialists,Aussie Escape Caravan Repair and Service Specialists,www.aussieescapecaravans.com.au,41 South Pine Rd,BRENDALE,4500,(07) 3205 7738,No,Yes,No,Yes,No,"Camper Trailers, Caravans and Motorhomes",5% discount on retail shop items. Excludes specials and promotions.,-27.313842,152.988557
Big 4 Aussie Outback Oasis Cabin & Van Village,Aussie Outback Oasis Cabin & Van Village,www.aussieoutbackoasis.com.au,76 Dr George Ellis Dr,CHARTERS TOWERS,4820,(07) 4787 8722,No,Yes,No,Yes,Yes,Accommodation - Caravan Parks and Camping,5% discount up to $20 per stay on all accommodation.,-20.063723,146.282084
Aussie Quality Canvas Goods,Aussie Quality Canvas Goods,(blank),U 3  37 Moss St,SLACKS CREEK,4127,(07) 3290 4077,No,Yes,No,Yes,Yes,Camping Equipment,10% discount on swags.,-27.623009,153.121135
Aussie Tree Solutions,Aussie Tree Solutions,http://aussietreesolutions.com.au,1 Francis Rd,ARANA HILLS,4054,(07) 3351 1722,No,No,No,Yes,Yes,Tree Lopping and Stump Grinding,10% discount - we can help you with all your tree needs.,-27.388269,152.961448
Aussie Watchdogs,Aussie Watchdogs,http://aussiewatchdogs.com.au,(blank),(blank),(blank),0491 612 964,Yes,Yes,No,Yes,No,Telecommunications,We offer a 10% discount ongoing for customers with a seniors card. Use the code 'seniors card' on the checkout page,(blank),(blank)
AusSpecs Prescription Glasses,AusSpecs Prescription Glasses,http://www.ausspecs.com.au,(blank),(blank),(blank),(08) 9439 1181,Yes,Yes,No,Yes,Yes,Optometrists and Optical Dispensers,Prescription glasses 20% off. Complete Presciption glasses using your own script start from just $38.00! Promocode: SeniorSaver for orders over $50.,(blank),(blank)
Austral Hotel,Austral Hotel,www.theaustralhotel.com.au,189 Victoria St,MACKAY,4740,(07) 4951 3288,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-21.141324,149.187009
Austral Insulation,Austral Insulation (Gold Coast) Pty Ltd,www.australgc.com.au,22 Indy Ct,NERANG,4211,(07) 5596 1977,No,Yes,No,Yes,Yes,Doors and Windows,5% off our range of quality skylights.,-28.012145,153.348227
Austral Insulation,Austral Insulation (Gold Coast) Pty Ltd,www.australgc.com.au,22 Indy Ct,NERANG,4211,(07) 5596 1977,No,Yes,No,Yes,Yes,Insulation,Free upgrade from R3.0 Gold Batts to R3.5 Gold Batts.,-28.012145,153.348227
Austral Insulation,Austral Insulation (Gold Coast) Pty Ltd,www.australgc.com.au,22 Indy Ct,NERANG,4211,(07) 5596 1977,No,Yes,No,Yes,Yes,Roofing and Guttering,5% off our range of quality ventilation.,-28.012145,153.348227
Austral Masonry,Austral Masonry,www.australmasonry.com.au,14 Daniel St,CALOUNDRA WEST,4551,(07) 5491 2933,No,No,No,Yes,No,Bricks and Pavers,10% off heritage/grey block/paver/retaining wall products.,-26.793711,153.108892
Australia Fair Chempro Chemist,Australia Fair Chempro Chemist,www.chempro.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5532 9881,No,No,No,Yes,Yes,Pharmacies,10% discount and 5% bonus Amcal points.,-27.963654,153.41424
Australia Zoo,Australia Zoo,http://www.australiazoo.com.au,1638 Steve Irwin Way,BEERWAH,4519,(07) 5436 2000,No,Yes,No,Yes,No,Tourist Attractions,$47.00 for Senior Cardholders.  Open 9:00am to 5:00pm 7 days a week (except Christmas Day),-26.835574,152.96222
Australian Banking Association,Australian Banking Association,http://www.ausbanking.org.au,(blank),(blank),(blank),0412 577 870,Yes,Yes,No,Yes,Yes,Banks and Financial Institutions,"See our latest campaigns for Seniors such as Savvy Seniors Program, Fighting Elder Abuse and Scam Watch campaigns. Visit https://www.ausbanking.org.au",(blank),(blank)
Australian Battery Distributors Pty Ltd,Australian Battery Distributors Pty Ltd,www.austbd.com.au,U 1  15 Overlord Pl,ACACIA RIDGE,4110,(07) 3272 2377,No,Yes,No,Yes,Yes,Batteries,15% off the retail price of any battery.,-27.595326,153.036707
Australian Butterfly Sanctuary,Australian Butterfly Sanctuary,www.australianbutterflies.com,8 Rob Veivers Dr,KURANDA,4872,(07) 4093 7575,No,Yes,No,Yes,Yes,Tourist Attractions,20% discount on entry price. Must be booked direct.,-16.819821,145.632502
Encore Carpet Professionals,Australian Carpet Dyeing,www.encorecarpets.com.au,Mobile Service,BRISBANE - ALL AREAS,4000,1300 558 794,No,No,No,Yes,Yes,Cleaning Products and Services,"10% off carpet cleaning, stain removals and new carpet.",-27.46598,153.02394
Encore Carpet Professionals,Australian Carpet Dyeing,www.encorecarpets.com.au,(blank),GOLD COAST - ALL AREAS,4213,1300 558 794,No,No,No,Yes,Yes,Cleaning Products and Services,"10% off carpet cleaning, stain removals and new carpet.",-28.135245,153.318748
Australian Day Tours,Australian Day Tours,www.daytours.com.au,(blank),(blank),(blank),1300 781 362,Yes,Yes,No,Yes,Yes,Holidays and Tours,10% off all day tours. Excludes theme park tickets.,(blank),(blank)
Australian Dentists Clinic,Australian Dentists Clinic,https://dentistsclinic.com.au/,(blank),(blank),(blank),(03) 9088 0257,Yes,Yes,Yes,Yes,Yes,Dentists,10% discount on teeth whitening kits. Visit our website and enter 'NTSC' to receive your discount.,(blank),(blank)
Australian Hearing,Australian Hearing,www.hearing.com.au,Hypermarket Shp Cnt,ASPLEY,4034,(07) 3863 5500,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.362013,153.01414
Australian Hearing,Australian Hearing,www.hearing.com.au,Suite 5 29 Louise St,ATHERTON,4883,(07) 4030 5900,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-17.267746,145.481394
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 1 20 Mt Warren Blvd,BEENLEIGH,4207,(07) 3827 7500,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.723336,153.19758
Australian Hearing,Australian Hearing,www.hearing.com.au,L 9 241 Adelaide St,BRISBANE,4000,(07) 3237 6800,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.466938,153.027474
Australian Hearing,Australian Hearing,www.hearing.com.au,62 Woondooma St,BUNDABERG,4670,(07) 4131 9700,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-24.868881,152.34639
Australian Hearing,Australian Hearing,www.hearing.com.au,U 1  25 Morayfield Rd,CABOOLTURE,4510,(07) 5498 0500,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.095656,152.94947
Australian Hearing,Australian Hearing,www.hearing.com.au,95 Sheridan St,CAIRNS,4870,(07) 4052 3700,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-16.921227,145.771061
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 3 Ocean View Resort - 115 Bulcock St,CALOUNDRA,4551,(07) 5390 0600,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-26.804199,153.127946
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 6 165 Bloomfield St,CLEVELAND,4163,(07) 3286 8400,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.529355,153.266497
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 10 172 Goondoon St,GLADSTONE,4680,(07) 4843 7300,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-23.846643,151.258711
Australian Hearing,Australian Hearing,www.hearing.com.au,Ipswich City Square ,IPSWICH,4305,(07) 3437 2500,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.615696,152.758773
Australian Hearing,Australian Hearing,www.hearing.com.au,Carlik Health Care Cnt - 1 Mooney St,LOGAN CENTRAL,4114,(07) 3387 6600,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.641521,153.115192
Australian Hearing,Australian Hearing,www.hearing.com.au,7 Gregory St,MACKAY,4740,(07) 4957 0900,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-21.140122,149.185154
Australian Hearing,Australian Hearing,www.hearing.com.au,61 The Esplanade,MAROOCHYDORE,4558,(07) 5409 5600,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-26.654563,153.094056
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 2 133 Lennox St,MARYBOROUGH,4650,(07) 4120 8300,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-25.539752,152.699811
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 1  67 Mary St,NOOSAVILLE,4566,(07) 5442 4556,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-26.400945,153.068309
Australian Hearing,Australian Hearing,www.hearing.com.au,Suite 2  6 Sixth Ave,PALM BEACH,4221,(07) 5586 4300,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-28.120646,153.471512
Australian Hearing,Australian Hearing,www.hearing.com.au,U 8  55 Main St,PIALBA,4655,(07) 4303 2600,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-25.285772,152.838187
Australian Hearing,Australian Hearing,www.hearing.com.au,161 Sutton St,REDCLIFFE,4020,(07) 3881 7000,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.227493,153.113736
Australian Hearing,Australian Hearing,www.hearing.com.au,Suite 3  138 Robina Town Centre Dr,ROBINA,4226,(07) 5554 8900,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-28.080245,153.383327
Australian Hearing,Australian Hearing,www.hearing.com.au,Shop 6 Metro Centre 235 Musgrave St,ROCKHAMPTON,4700,(07) 4924 8600,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-23.358514,150.522639
Australian Hearing,Australian Hearing,www.hearing.com.au,U 3B 675 Sherwood Rd,SHERWOOD,4075,(07) 3725 6700,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.531827,152.981247
Australian Hearing,Australian Hearing,www.hearing.com.au,Southport Central T3 - Lawson St,SOUTHPORT,4215,(07) 5555 1200,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.970835,153.412896
Australian Hearing,Australian Hearing,www.hearing.com.au,cnr Neil/Herries Sts,TOOWOOMBA,4350,(07) 4694 1000,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-27.565154,151.954844
Australian Hearing,Australian Hearing,www.hearing.com.au,24-28 Ross River Rd,TOWNSVILLE,4812,(07) 4771 9100,No,Yes,No,Yes,No,Hearing Products and Services,10% off 'top up' amount for eligible seniors. Conditions apply.,-19.293474,146.793864
